"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","FailsBreaksOrSkipesWith30Percent","MacOS, net9.0, Release","Mon Sep 08 13:38:00 UTC 2025","passed","Mon Sep 08 13:38:00 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","22","FailsWith25Percent","MacOS, net9.0, Debug","Mon Sep 08 13:37:58 UTC 2025","failed","Mon Sep 08 13:37:58 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","7","FailsWith25Percent","Linux, net8.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","1","BreaksWith25Percent","Linux, net9.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","5","AlwaysPasses","Linux, net8.0, Release","Mon Sep 08 13:38:02 UTC 2025","passed","Mon Sep 08 13:38:02 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","7","FailsWith25Percent","Linux, net8.0, Release","Mon Sep 08 13:38:02 UTC 2025","passed","Mon Sep 08 13:38:02 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","8","FailsWith25Percent","Windows, net8.0, Release","Mon Sep 08 13:38:25 UTC 2025","passed","Mon Sep 08 13:38:26 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","13","FailsWith25Percent","Windows, net9.0, Debug","Mon Sep 08 13:38:17 UTC 2025","failed","Mon Sep 08 13:38:17 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","30","FailsWith25Percent","Linux, net9.0, Release","Mon Sep 08 13:38:06 UTC 2025","failed","Mon Sep 08 13:38:06 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","6","FailsWith25Percent","Linux, net9.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","6","FailsBreaksOrSkipesWith30Percent","Windows, net9.0, Release","Mon Sep 08 13:38:49 UTC 2025","broken","Mon Sep 08 13:38:49 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","0","BreaksWith25Percent","Linux, net8.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","11","FailsWith25Percent","MacOS, net9.0, Release","Mon Sep 08 13:38:00 UTC 2025","passed","Mon Sep 08 13:38:00 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","2","AlwaysPasses","MacOS, net8.0, Debug","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","0","FailsBreaksOrSkipesWith30Percent","Linux, net9.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","0","FailsBreaksOrSkipesWith30Percent","Windows, net8.0, Debug","Mon Sep 08 13:38:54 UTC 2025","passed","Mon Sep 08 13:38:54 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","14","FailsBreaksOrSkipesWith30Percent","Windows, net9.0, Debug","Mon Sep 08 13:38:17 UTC 2025","skipped","Mon Sep 08 13:38:17 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","5","AlwaysPasses","Linux, net9.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","5","BreaksWith25Percent","MacOS, net8.0, Debug","Mon Sep 08 13:37:56 UTC 2025","broken","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","11","AlwaysPasses","Windows, net9.0, Debug","Mon Sep 08 13:38:17 UTC 2025","passed","Mon Sep 08 13:38:17 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","3","AlwaysPasses","MacOS, net8.0, Release","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","5","AlwaysPasses","Linux, net8.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","7","FailsWith25Percent","Windows, net8.0, Debug","Mon Sep 08 13:38:54 UTC 2025","passed","Mon Sep 08 13:38:54 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","4","AlwaysPasses","Linux, net9.0, Release","Mon Sep 08 13:38:06 UTC 2025","passed","Mon Sep 08 13:38:06 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","0","BreaksWith25Percent","Windows, net9.0, Release","Mon Sep 08 13:38:49 UTC 2025","passed","Mon Sep 08 13:38:49 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","5","AlwaysPasses","Windows, net9.0, Release","Mon Sep 08 13:38:49 UTC 2025","passed","Mon Sep 08 13:38:49 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","13","FailsBreaksOrSkipesWith30Percent","MacOS, net9.0, Debug","Mon Sep 08 13:37:58 UTC 2025","skipped","Mon Sep 08 13:37:58 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","0","FailsBreaksOrSkipesWith30Percent","Windows, net8.0, Release","Mon Sep 08 13:38:25 UTC 2025","passed","Mon Sep 08 13:38:25 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","10","BreaksWith25Percent","MacOS, net9.0, Debug","Mon Sep 08 13:37:58 UTC 2025","broken","Mon Sep 08 13:37:58 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","5","AlwaysPasses","Windows, net8.0, Release","Mon Sep 08 13:38:25 UTC 2025","passed","Mon Sep 08 13:38:25 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","0","BreaksWith25Percent","MacOS, net8.0, Release","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","0","FailsBreaksOrSkipesWith30Percent","Linux, net8.0, Debug","Mon Sep 08 13:38:01 UTC 2025","passed","Mon Sep 08 13:38:01 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","0","FailsBreaksOrSkipesWith30Percent","MacOS, net8.0, Debug","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","5","AlwaysPasses","Windows, net8.0, Debug","Mon Sep 08 13:38:53 UTC 2025","passed","Mon Sep 08 13:38:53 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","6","AlwaysPasses","MacOS, net9.0, Release","Mon Sep 08 13:38:00 UTC 2025","passed","Mon Sep 08 13:38:00 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","0","BreaksWith25Percent","Linux, net9.0, Release","Mon Sep 08 13:38:06 UTC 2025","passed","Mon Sep 08 13:38:06 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","1","BreaksWith25Percent","Linux, net8.0, Release","Mon Sep 08 13:38:02 UTC 2025","passed","Mon Sep 08 13:38:02 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","0","FailsBreaksOrSkipesWith30Percent","MacOS, net8.0, Release","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","19","FailsBreaksOrSkipesWith30Percent","Linux, net8.0, Release","Mon Sep 08 13:38:02 UTC 2025","skipped","Mon Sep 08 13:38:02 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","6","FailsWith25Percent","Windows, net9.0, Release","Mon Sep 08 13:38:49 UTC 2025","passed","Mon Sep 08 13:38:49 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","7","AlwaysPasses","MacOS, net9.0, Debug","Mon Sep 08 13:37:58 UTC 2025","passed","Mon Sep 08 13:37:58 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","AlwaysPasses"
"","0","BreaksWith25Percent","Windows, net8.0, Debug","Mon Sep 08 13:38:54 UTC 2025","passed","Mon Sep 08 13:38:54 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","4","FailsWith25Percent","MacOS, net8.0, Release","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","0","FailsBreaksOrSkipesWith30Percent","Linux, net9.0, Release","Mon Sep 08 13:38:06 UTC 2025","passed","Mon Sep 08 13:38:06 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsBreaksOrSkipesWith30Percent"
"","1","BreaksWith25Percent","Windows, net8.0, Release","Mon Sep 08 13:38:25 UTC 2025","passed","Mon Sep 08 13:38:25 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","4","FailsWith25Percent","MacOS, net8.0, Debug","Mon Sep 08 13:37:56 UTC 2025","passed","Mon Sep 08 13:37:56 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","FailsWith25Percent"
"","1","BreaksWith25Percent","MacOS, net9.0, Release","Mon Sep 08 13:38:00 UTC 2025","passed","Mon Sep 08 13:38:00 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
"","7","BreaksWith25Percent","Windows, net9.0, Debug","Mon Sep 08 13:38:17 UTC 2025","broken","Mon Sep 08 13:38:17 UTC 2025","UnitTests","Allure.Examples.CiEnvs.Allure2.Tests","UnitTests","BreaksWith25Percent"
